timestamp,sensor_id,temperature_c
2026-04-09 11:10:08.969156,SENSOR_23,61.68
2026-04-09 11:10:08.969156,SENSOR_24,58.32
2026-04-09 11:10:08.969156,SENSOR_25,60.7
2026-04-09 11:10:08.969156,SENSOR_26,62.63
2026-04-09 11:10:08.969156,SENSOR_27,58.81
2026-04-09 11:10:08.969156,SENSOR_28,59.32
2026-04-09 11:10:08.969156,SENSOR_29,60.12
2026-04-09 11:10:08.969156,SENSOR_30,59.4
2026-04-09 11:10:08.969156,SENSOR_31,58.14
2026-04-09 11:10:08.969156,SENSOR_32,60.08
2026-04-09 11:10:08.969156,SENSOR_33,58.73
2026-04-09 11:10:08.969156,SENSOR_34,60.57
2026-04-09 11:10:08.969156,SENSOR_35,58.9
2026-04-09 11:10:08.969156,SENSOR_36,61.86
2026-04-09 11:10:08.969156,SENSOR_37,59.06
2026-04-09 11:10:08.969156,SENSOR_38,59.61
2026-04-09 11:10:08.969156,SENSOR_39,60.98
2026-04-09 11:10:08.969156,SENSOR_40,58.52
2026-04-09 11:10:08.969156,SENSOR_41,60.27
2026-04-09 11:10:08.969156,SENSOR_42,61.57
2026-04-09 11:10:08.969156,SENSOR_43,58.07
2026-04-09 11:10:08.969156,SENSOR_44,60.22
2026-04-09 11:10:08.969156,SENSOR_45,60.31
2026-04-09 11:10:08.969156,SENSOR_46,60.94
2026-04-09 11:10:08.969156,SENSOR_47,58.52
2026-04-09 11:10:08.969156,SENSOR_48,58.42
2026-04-09 11:10:08.969156,SENSOR_49,60.63
2026-04-09 11:10:08.969156,SENSOR_50,60.36
2026-04-09 11:00:08.969158,SENSOR_1,60.3
2026-04-09 11:00:08.969158,SENSOR_2,60.42
2026-04-09 11:00:08.969158,SENSOR_3,59.18
2026-04-09 11:00:08.969158,SENSOR_4,60.28
2026-04-09 11:00:08.969158,SENSOR_5,60.35
2026-04-09 11:00:08.969158,SENSOR_6,59.14
2026-04-09 11:00:08.969158,SENSOR_7,62.24
2026-04-09 11:00:08.969158,SENSOR_8,60.57
2026-04-09 11:00:08.969158,SENSOR_9,58.57
2026-04-09 11:00:08.969158,SENSOR_10,60.79
2026-04-09 11:00:08.969158,SENSOR_11,58.83
2026-04-09 11:00:08.969158,SENSOR_12,60.94
2026-04-09 11:00:08.969158,SENSOR_13,61.39
2026-04-09 11:00:08.969158,SENSOR_14,59.02
2026-04-09 11:00:08.969158,SENSOR_15,61.16
2026-04-09 11:00:08.969158,SENSOR_16,60.5
2026-04-09 11:00:08.969158,SENSOR_17,60.99
2026-04-09 11:00:08.969158,SENSOR_18,62.28
2026-04-09 11:00:08.969158,SENSOR_19,59.71
2026-04-09 11:00:08.969158,SENSOR_20,59.1
2026-04-09 11:00:08.969158,SENSOR_21,58.93
2026-04-09 11:00:08.969158,SENSOR_22,59.02
2026-04-09 11:00:08.969158,SENSOR_23,59.91
2026-04-09 11:00:08.969158,SENSOR_24,60.41
2026-04-09 11:00:08.969158,SENSOR_25,60.33
2026-04-09 11:00:08.969158,SENSOR_26,60.99
2026-04-09 11:00:08.969158,SENSOR_27,60.02
2026-04-09 11:00:08.969158,SENSOR_28,61.74
2026-04-09 11:00:08.969158,SENSOR_29,59.68
2026-04-09 11:00:08.969158,SENSOR_30,63.26
2026-04-09 11:00:08.969158,SENSOR_31,60.75
2026-04-09 11:00:08.969158,SENSOR_32,58.97
2026-04-09 11:00:08.969158,SENSOR_33,58.71
2026-04-09 11:00:08.969158,SENSOR_34,60.58
2026-04-09 11:00:08.969158,SENSOR_35,59.73
2026-04-09 11:00:08.969158,SENSOR_36,60.86
2026-04-09 11:00:08.969158,SENSOR_37,60.57
2026-04-09 11:00:08.969158,SENSOR_38,59.91
2026-04-09 11:00:08.969158,SENSOR_39,58.98
2026-04-09 11:00:08.969158,SENSOR_40,58.18
2026-04-09 11:00:08.969158,SENSOR_41,59.46
2026-04-09 11:00:08.969158,SENSOR_42,61.03
2026-04-09 11:00:08.969158,SENSOR_43,60.26
2026-04-09 11:00:08.969158,SENSOR_44,58.51
2026-04-09 11:00:08.969158,SENSOR_45,60.21
2026-04-09 11:00:08.969158,SENSOR_46,60.46
2026-04-09 11:00:08.969158,SENSOR_47,58.94
2026-04-09 11:00:08.969158,SENSOR_48,60.18
2026-04-09 11:00:08.969158,SENSOR_49,60.07
2026-04-09 11:00:08.969158,SENSOR_50,58.63
2026-04-09 10:50:08.969160,SENSOR_1,60.43
2026-04-09 10:50:08.969160,SENSOR_2,60.67
2026-04-09 10:50:08.969160,SENSOR_3,61.3
2026-04-09 10:50:08.969160,SENSOR_4,61.26
2026-04-09 10:50:08.969160,SENSOR_5,58.35
2026-04-09 10:50:08.969160,SENSOR_6,58.87
2026-04-09 10:50:08.969160,SENSOR_7,60.62
2026-04-09 10:50:08.969160,SENSOR_8,60.62
2026-04-09 10:50:08.969160,SENSOR_9,60.62
2026-04-09 10:50:08.969160,SENSOR_10,64.62
2026-04-09 10:50:08.969160,SENSOR_11,60.69
2026-04-09 10:50:08.969160,SENSOR_12,61.36
2026-04-09 10:50:08.969160,SENSOR_13,61.14
2026-04-09 10:50:08.969160,SENSOR_14,60.78
2026-04-09 10:50:08.969160,SENSOR_15,59.62
2026-04-09 10:50:08.969160,SENSOR_16,60.91
2026-04-09 10:50:08.969160,SENSOR_17,59.07
2026-04-09 10:50:08.969160,SENSOR_18,59.72
2026-04-09 10:50:08.969160,SENSOR_19,59.42
2026-04-09 10:50:08.969160,SENSOR_20,60.1
2026-04-09 10:50:08.969160,SENSOR_21,62.78
2026-04-09 10:50:08.969160,SENSOR_22,57.76
2026-04-09 10:50:08.969160,SENSOR_23,60.82
2026-04-09 10:50:08.969160,SENSOR_24,58.06
2026-04-09 10:50:08.969160,SENSOR_25,59.43
2026-04-09 10:50:08.969160,SENSOR_26,61.31
2026-04-09 10:50:08.969160,SENSOR_27,60.08
2026-04-09 10:50:08.969160,SENSOR_28,58.71
2026-04-09 10:50:08.969160,SENSOR_29,59.14
2026-04-09 10:50:08.969160,SENSOR_30,60.82
2026-04-09 10:50:08.969160,SENSOR_31,59.12
2026-04-09 10:50:08.969160,SENSOR_32,60.26
2026-04-09 10:50:08.969160,SENSOR_33,60.05
2026-04-09 10:50:08.969160,SENSOR_34,59.22
2026-04-09 10:50:08.969160,SENSOR_35,62.57
2026-04-09 10:50:08.969160,SENSOR_36,60.76
2026-04-09 10:50:08.969160,SENSOR_37,57.57
2026-04-09 10:50:08.969160,SENSOR_38,60.22
2026-04-09 10:50:08.969160,SENSOR_39,59.21
2026-04-09 10:50:08.969160,SENSOR_40,61.02
2026-04-09 10:50:08.969160,SENSOR_41,59.05
2026-04-09 10:50:08.969160,SENSOR_42,59.86
2026-04-09 10:50:08.969160,SENSOR_43,60.61
2026-04-09 10:50:08.969160,SENSOR_44,61.04
2026-04-09 10:50:08.969160,SENSOR_45,58.56
2026-04-09 10:50:08.969160,SENSOR_46,59.6
2026-04-09 10:50:08.969160,SENSOR_47,59.43
2026-04-09 10:50:08.969160,SENSOR_48,59.22
2026-04-09 10:50:08.969160,SENSOR_49,62.12
2026-04-09 10:50:08.969160,SENSOR_50,60.49
2026-04-09 10:40:08.969161,SENSOR_1,58.49
2026-04-09 10:40:08.969161,SENSOR_2,61.1
2026-04-09 10:40:08.969161,SENSOR_3,62.55
2026-04-09 10:40:08.969161,SENSOR_4,61.24
2026-04-09 10:40:08.969161,SENSOR_5,58.18
2026-04-09 10:40:08.969161,SENSOR_6,59.42
2026-04-09 10:40:08.969161,SENSOR_7,61.52
2026-04-09 10:40:08.969161,SENSOR_8,59.15
2026-04-09 10:40:08.969161,SENSOR_9,60.53
2026-04-09 10:40:08.969161,SENSOR_10,60.93
2026-04-09 10:40:08.969161,SENSOR_11,58.89
2026-04-09 10:40:08.969161,SENSOR_12,59.93
2026-04-09 10:40:08.969161,SENSOR_13,56.11
2026-04-09 10:40:08.969161,SENSOR_14,58.77
2026-04-09 10:40:08.969161,SENSOR_15,59.7
2026-04-09 10:40:08.969161,SENSOR_16,58.5
2026-04-09 10:40:08.969161,SENSOR_17,61.96
2026-04-09 10:40:08.969161,SENSOR_18,58.28
2026-04-09 10:40:08.969161,SENSOR_19,59.47
2026-04-09 10:40:08.969161,SENSOR_20,60.16
2026-04-09 10:40:08.969161,SENSOR_21,61.73
2026-04-09 10:40:08.969161,SENSOR_22,58.28
2026-04-09 10:40:08.969161,SENSOR_23,61.4
2026-04-09 10:40:08.969161,SENSOR_24,60.01
2026-04-09 10:40:08.969161,SENSOR_25,58.82
2026-04-09 10:40:08.969161,SENSOR_26,60.55
2026-04-09 10:40:08.969161,SENSOR_27,60.24
2026-04-09 10:40:08.969161,SENSOR_28,59.28
2026-04-09 10:40:08.969161,SENSOR_29,60.08
2026-04-09 10:40:08.969161,SENSOR_30,59.54
2026-04-09 10:40:08.969161,SENSOR_31,60.14
2026-04-09 10:40:08.969161,SENSOR_32,60.79
2026-04-09 10:40:08.969161,SENSOR_33,61.9
2026-04-09 10:40:08.969161,SENSOR_34,58.51
2026-04-09 10:40:08.969161,SENSOR_35,62.56
2026-04-09 10:40:08.969161,SENSOR_36,57.66
2026-04-09 10:40:08.969161,SENSOR_37,59.82
2026-04-09 10:40:08.969161,SENSOR_38,60.71
2026-04-09 10:40:08.969161,SENSOR_39,60.34
2026-04-09 10:40:08.969161,SENSOR_40,59.25
2026-04-09 10:40:08.969161,SENSOR_41,59.75
2026-04-09 10:40:08.969161,SENSOR_42,59.41
2026-04-09 10:40:08.969161,SENSOR_43,59.29
2026-04-09 10:40:08.969161,SENSOR_44,61.02
2026-04-09 10:40:08.969161,SENSOR_45,60.43
2026-04-09 10:40:08.969161,SENSOR_46,59.17
2026-04-09 10:40:08.969161,SENSOR_47,61.08
2026-04-09 10:40:08.969161,SENSOR_48,60.37
2026-04-09 10:40:08.969161,SENSOR_49,60.98
2026-04-09 10:40:08.969161,SENSOR_50,60.76
2026-04-09 10:30:08.969162,SENSOR_1,59.01
2026-04-09 10:30:08.969162,SENSOR_2,59.33
2026-04-09 10:30:08.969162,SENSOR_3,60.9
2026-04-09 10:30:08.969162,SENSOR_4,60.73
2026-04-09 10:30:08.969162,SENSOR_5,59.97
2026-04-09 10:30:08.969162,SENSOR_6,60.14
2026-04-09 10:30:08.969162,SENSOR_7,61.53
2026-04-09 10:30:08.969162,SENSOR_8,59.29
2026-04-09 10:30:08.969162,SENSOR_9,60.66
2026-04-09 10:30:08.969162,SENSOR_10,59.76
2026-04-09 10:30:08.969162,SENSOR_11,59.74
2026-04-09 10:30:08.969162,SENSOR_12,61.32
2026-04-09 10:30:08.969162,SENSOR_13,60.99
2026-04-09 10:30:08.969162,SENSOR_14,60.98
2026-04-09 10:30:08.969162,SENSOR_15,61.57
2026-04-09 10:30:08.969162,SENSOR_16,60.03
2026-04-09 10:30:08.969162,SENSOR_17,60.82
2026-04-09 10:30:08.969162,SENSOR_18,59.63
2026-04-09 10:30:08.969162,SENSOR_19,60.39
2026-04-09 10:30:08.969162,SENSOR_20,59.84
2026-04-09 10:30:08.969162,SENSOR_21,60.12
2026-04-09 10:30:08.969162,SENSOR_22,60.71
2026-04-09 10:30:08.969162,SENSOR_23,59.02
2026-04-09 10:30:08.969162,SENSOR_24,62.51
2026-04-09 10:30:08.969162,SENSOR_25,58.79
2026-04-09 10:30:08.969162,SENSOR_26,58.54
2026-04-09 10:30:08.969162,SENSOR_27,61.39
2026-04-09 10:30:08.969162,SENSOR_28,60.95
2026-04-09 10:30:08.969162,SENSOR_29,60.75
2026-04-09 10:30:08.969162,SENSOR_30,60.75
2026-04-09 10:30:08.969162,SENSOR_31,59.99
2026-04-09 10:30:08.969162,SENSOR_32,58.92
2026-04-09 10:30:08.969162,SENSOR_33,60.09
2026-04-09 10:30:08.969162,SENSOR_34,59.19
2026-04-09 10:30:08.969162,SENSOR_35,61.17
2026-04-09 10:30:08.969162,SENSOR_36,59.82
2026-04-09 10:30:08.969162,SENSOR_37,59.01
2026-04-09 10:30:08.969162,SENSOR_38,59.61
2026-04-09 10:30:08.969162,SENSOR_39,60.5
2026-04-09 10:30:08.969162,SENSOR_40,59.32
2026-04-09 10:30:08.969162,SENSOR_41,59.01
2026-04-09 10:30:08.969162,SENSOR_42,60.29
2026-04-09 10:30:08.969162,SENSOR_43,60.29
2026-04-09 10:30:08.969162,SENSOR_44,59.39
2026-04-09 10:30:08.969162,SENSOR_45,59.43
2026-04-09 10:30:08.969162,SENSOR_46,60.28
2026-04-09 10:30:08.969162,SENSOR_47,58.26
2026-04-09 10:30:08.969162,SENSOR_48,58.31
2026-04-09 10:30:08.969162,SENSOR_49,59.14
2026-04-09 10:30:08.969162,SENSOR_50,59.74
2026-04-09 10:20:08.969163,SENSOR_1,60.37
2026-04-09 10:20:08.969163,SENSOR_2,61.77
2026-04-09 10:20:08.969163,SENSOR_3,61.03
2026-04-09 10:20:08.969163,SENSOR_4,59.81
2026-04-09 10:20:08.969163,SENSOR_5,59.98
2026-04-09 10:20:08.969163,SENSOR_6,58.8
2026-04-09 10:20:08.969163,SENSOR_7,59.98
2026-04-09 10:20:08.969163,SENSOR_8,59.65
2026-04-09 10:20:08.969163,SENSOR_9,60.39
2026-04-09 10:20:08.969163,SENSOR_10,59.01
2026-04-09 10:20:08.969163,SENSOR_11,60.62
2026-04-09 10:20:08.969163,SENSOR_12,61.84
2026-04-09 10:20:08.969163,SENSOR_13,59.87
2026-04-09 10:20:08.969163,SENSOR_14,60.48
2026-04-09 10:20:08.969163,SENSOR_15,60.83
2026-04-09 10:20:08.969163,SENSOR_16,59.52
2026-04-09 10:20:08.969163,SENSOR_17,60.27
2026-04-09 10:20:08.969163,SENSOR_18,60.02
2026-04-09 10:20:08.969163,SENSOR_19,60.12
2026-04-09 10:20:08.969163,SENSOR_20,59.07
2026-04-09 10:20:08.969163,SENSOR_21,60.03
2026-04-09 10:20:08.969163,SENSOR_22,60.6
2026-04-09 10:20:08.969163,SENSOR_23,61.74
2026-04-09 10:20:08.969163,SENSOR_24,61.15
2026-04-09 10:20:08.969163,SENSOR_25,62.58
2026-04-09 10:20:08.969163,SENSOR_26,59.08
2026-04-09 10:20:08.969163,SENSOR_27,61.05
2026-04-09 10:20:08.969163,SENSOR_28,60.22
2026-04-09 10:20:08.969163,SENSOR_29,62.63
2026-04-09 10:20:08.969163,SENSOR_30,59.03
2026-04-09 10:20:08.969163,SENSOR_31,58.99
2026-04-09 10:20:08.969163,SENSOR_32,59.28
2026-04-09 10:20:08.969163,SENSOR_33,57.45
2026-04-09 10:20:08.969163,SENSOR_34,59.37
2026-04-09 10:20:08.969163,SENSOR_35,59.09
2026-04-09 10:20:08.969163,SENSOR_36,60.18
2026-04-09 10:20:08.969163,SENSOR_37,60.41
2026-04-09 10:20:08.969163,SENSOR_38,62.25
2026-04-09 10:20:08.969163,SENSOR_39,61.14
2026-04-09 10:20:08.969163,SENSOR_40,59.31
2026-04-09 10:20:08.969163,SENSOR_41,58.92
2026-04-09 10:20:08.969163,SENSOR_42,60.59
2026-04-09 10:20:08.969163,SENSOR_43,58.42
2026-04-09 10:20:08.969163,SENSOR_44,62.2
2026-04-09 10:20:08.969163,SENSOR_45,61.42
2026-04-09 10:20:08.969163,SENSOR_46,59.44
2026-04-09 10:20:08.969163,SENSOR_47,57.94
2026-04-09 10:20:08.969163,SENSOR_48,61.62
2026-04-09 10:20:08.969163,SENSOR_49,59.86
2026-04-09 10:20:08.969163,SENSOR_50,61.49
2026-04-09 10:10:08.969164,SENSOR_1,58.09
2026-04-09 10:10:08.969164,SENSOR_2,59.28
2026-04-09 10:10:08.969164,SENSOR_3,60.01
2026-04-09 10:10:08.969164,SENSOR_4,60.06
2026-04-09 10:10:08.969164,SENSOR_5,59.46
2026-04-09 10:10:08.969164,SENSOR_6,60.75
2026-04-09 10:10:08.969164,SENSOR_7,58.72
2026-04-09 10:10:08.969164,SENSOR_8,59.83
2026-04-09 10:10:08.969164,SENSOR_9,60.14
2026-04-09 10:10:08.969164,SENSOR_10,60.62
2026-04-09 10:10:08.969164,SENSOR_11,60.85
2026-04-09 10:10:08.969164,SENSOR_12,58.65
2026-04-09 10:10:08.969164,SENSOR_13,58.16
2026-04-09 10:10:08.969164,SENSOR_14,61.53
2026-04-09 10:10:08.969164,SENSOR_15,60.4
2026-04-09 10:10:08.969164,SENSOR_16,59.1
2026-04-09 10:10:08.969164,SENSOR_17,61.86
2026-04-09 10:10:08.969164,SENSOR_18,60.14
2026-04-09 10:10:08.969164,SENSOR_19,61.42
2026-04-09 10:10:08.969164,SENSOR_20,60.08
2026-04-09 10:10:08.969164,SENSOR_21,62.47
2026-04-09 10:10:08.969164,SENSOR_22,62.11
2026-04-09 10:10:08.969164,SENSOR_23,59.7
2026-04-09 10:10:08.969164,SENSOR_24,61.17
2026-04-09 10:10:08.969164,SENSOR_25,60.77
2026-04-09 10:10:08.969164,SENSOR_26,61.64
2026-04-09 10:10:08.969164,SENSOR_27,58.84
2026-04-09 10:10:08.969164,SENSOR_28,60.82
2026-04-09 10:10:08.969164,SENSOR_29,61.27
2026-04-09 10:10:08.969164,SENSOR_30,57.89
2026-04-09 10:10:08.969164,SENSOR_31,58.58
2026-04-09 10:10:08.969164,SENSOR_32,57.55
2026-04-09 10:10:08.969164,SENSOR_33,59.68
2026-04-09 10:10:08.969164,SENSOR_34,60.86
2026-04-09 10:10:08.969164,SENSOR_35,61.8
2026-04-09 10:10:08.969164,SENSOR_36,60.09
2026-04-09 10:10:08.969164,SENSOR_37,61.95
2026-04-09 10:10:08.969164,SENSOR_38,58.34
2026-04-09 10:10:08.969164,SENSOR_39,57.96
2026-04-09 10:10:08.969164,SENSOR_40,59.93
2026-04-09 10:10:08.969164,SENSOR_41,60.46
2026-04-09 10:10:08.969164,SENSOR_42,59.96
2026-04-09 10:10:08.969164,SENSOR_43,57.52
2026-04-09 10:10:08.969164,SENSOR_44,59.89
2026-04-09 10:10:08.969164,SENSOR_45,58.43
2026-04-09 10:10:08.969164,SENSOR_46,60.8
2026-04-09 10:10:08.969164,SENSOR_47,60.44
2026-04-09 10:10:08.969164,SENSOR_48,58.87
2026-04-09 10:10:08.969164,SENSOR_49,59.38
2026-04-09 10:10:08.969164,SENSOR_50,58.73
2026-04-09 10:00:08.969165,SENSOR_1,59.92
2026-04-09 10:00:08.969165,SENSOR_2,61.15
2026-04-09 10:00:08.969165,SENSOR_3,58.82
2026-04-09 10:00:08.969165,SENSOR_4,60.6
2026-04-09 10:00:08.969165,SENSOR_5,59.36
2026-04-09 10:00:08.969165,SENSOR_6,59.05
2026-04-09 10:00:08.969165,SENSOR_7,59.87
2026-04-09 10:00:08.969165,SENSOR_8,58.76
2026-04-09 10:00:08.969165,SENSOR_9,59.34
2026-04-09 10:00:08.969165,SENSOR_10,58.56
2026-04-09 10:00:08.969165,SENSOR_11,62.36
2026-04-09 10:00:08.969165,SENSOR_12,60.04
2026-04-09 10:00:08.969165,SENSOR_13,59.16
2026-04-09 10:00:08.969165,SENSOR_14,60.26
2026-04-09 10:00:08.969165,SENSOR_15,59.87
2026-04-09 10:00:08.969165,SENSOR_16,59.73
2026-04-09 10:00:08.969165,SENSOR_17,60.74
2026-04-09 10:00:08.969165,SENSOR_18,60.91
2026-04-09 10:00:08.969165,SENSOR_19,59.36
2026-04-09 10:00:08.969165,SENSOR_20,59.31
2026-04-09 10:00:08.969165,SENSOR_21,59.67
2026-04-09 10:00:08.969165,SENSOR_22,57.24
2026-04-09 10:00:08.969165,SENSOR_23,58.18
2026-04-09 10:00:08.969165,SENSOR_24,61.64
2026-04-09 10:00:08.969165,SENSOR_25,61.97
2026-04-09 10:00:08.969165,SENSOR_26,59.7
2026-04-09 10:00:08.969165,SENSOR_27,60.69
2026-04-09 10:00:08.969165,SENSOR_28,60.37
2026-04-09 10:00:08.969165,SENSOR_29,63.69
2026-04-09 10:00:08.969165,SENSOR_30,61.34
2026-04-09 10:00:08.969165,SENSOR_31,59.85
2026-04-09 10:00:08.969165,SENSOR_32,58.85
2026-04-09 10:00:08.969165,SENSOR_33,58.07
2026-04-09 10:00:08.969165,SENSOR_34,60.24
2026-04-09 10:00:08.969165,SENSOR_35,59.09
2026-04-09 10:00:08.969165,SENSOR_36,58.29
2026-04-09 10:00:08.969165,SENSOR_37,59.22
2026-04-09 10:00:08.969165,SENSOR_38,58.7
2026-04-09 10:00:08.969165,SENSOR_39,62.02
2026-04-09 10:00:08.969165,SENSOR_40,61.06
2026-04-09 10:00:08.969165,SENSOR_41,59.99
2026-04-09 10:00:08.969165,SENSOR_42,61.78
2026-04-09 10:00:08.969165,SENSOR_43,60.09
2026-04-09 10:00:08.969165,SENSOR_44,58.97
2026-04-09 10:00:08.969165,SENSOR_45,61.83
2026-04-09 10:00:08.969165,SENSOR_46,60.65
2026-04-09 10:00:08.969165,SENSOR_47,58.76
2026-04-09 10:00:08.969165,SENSOR_48,59.77
